Month,Location,Country,Sales_Manager,Salesman,Customer,Cust_Type,Product,Sale,Cost,Profit
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,200 ml-24,"7,920","5,465","2,455"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"35,100","14,963","20,138"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,1L Reg-12,"15,600","12,948","2,652"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Shibhu,K M Retail,Hypermarkets,1L Reg-12,"9,360","4,493","4,867"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Shibhu,York Intl,Hotels,Gallon,"20,563","13,418","7,144"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,200 ml-24,"11,110","4,038","7,072"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,450 L-Mint,"65,475","27,665","37,810"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,1L Reg-12,"23,400","6,318","17,082"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,200 ml-24,"4,620","1,478","3,142"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,450 L-Mint,"35,708","20,876","14,832"
31-Oct-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,Lemon 500,"5,040","2,117","2,923"
31-Oct-23,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,Lemon 500,"17,400","8,406","8,994"
31-Oct-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 L-Mint,"16,538","8,907","7,631"
31-Oct-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner C-Top,"160,875","80,891","79,984"
31-Oct-23,"Banglore, India",India,Arvind,Faizul,Masco,Supermarkets,450 L-Mint,"5,063","3,189","1,873"
31-Oct-23,"Banglore, India",India,Arvind,Fernandez,Panorama,Hotels,1L Reg-2,"10,500","4,200","6,300"
31-Oct-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,1L Reg-2,"5,250","3,413","1,838"
31-Oct-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,200 ml-24,"17,325","7,450","9,875"
31-Oct-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,450 L-Mint,"54,338","28,046","26,291"
31-Oct-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,Lemon 500,"24,120","10,783","13,337"
31-Oct-23,"Delhi, India",India,Qaseem,Ibrahim,Admiral,Hotels,500 ml,"8,438","5,653","2,784"
31-Oct-23,"Delhi, India",India,Qaseem,Ibrahim,Admiral,Hotels,StrawB 500,"22,275","15,370","6,905"
31-Oct-23,"Delhi, India",India,Qaseem,Ibrahim,Talal,Supermarkets,450 L-Mint,"5,063","3,999","1,063"
31-Oct-23,"Delhi, India",India,Qaseem,Iqbal,Madinath,Supermarkets,200 ml-24,"12,375","3,737","8,638"
31-Oct-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,450 L-Mint,"21,533","7,744","13,788"
31-Oct-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,Lemon 500,"8,100","4,941","3,159"
31-Oct-23,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,330 ml,"131,250","67,099","64,151"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,200 ml-24,"45,540","17,483","28,057"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,330 ml,"16,875","8,831","8,044"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,450 Lemon,"15,188","9,821","5,366"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,450 L-Mint,"10,125","5,771","4,354"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,4L Gallon,"5,250",893,"4,358"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,200 ml-24,"4,620","1,987","2,633"
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,330 ml,"5,250","4,358",893
31-Oct-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,450 L-Mint,"24,638","11,357","13,281"
31-Oct-23,"Delhi, India",India,Qaseem,Roman,Jyothis,Supermarkets,330 ml,"5,625","3,319","2,306"
31-Oct-23,"Doha, Qatar",Qatar,Shabir,Damodaran,Rikks,Hotels,StrawB 500,"37,125","20,419","16,706"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,1L Reg-12,"19,500","15,990","3,510"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,200 ml-24,"4,950","3,812","1,139"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,330 ml,"5,625","2,756","2,869"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 Lemon,"4,725","2,079","2,646"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 L-Mint,"24,300","14,135","10,166"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,200 ml-24,"34,980","19,378","15,602"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,450 L-Mint,"30,038","15,150","14,887"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,Lemon 500,"8,400","2,856","5,544"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,1L Reg-12,"23,400","18,486","4,914"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,330 ml,"12,000","2,543","9,458"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 L-Mint,"19,913","11,273","8,640"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,Lemon 500,"18,000","8,820","9,180"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 Lemon,"5,063","1,924","3,139"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 L-Mint,"19,913","7,125","12,788"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,1L Reg-12,"10,920","4,040","6,880"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,450 L-Mint,"5,063","3,240","1,823"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Vinod,Emarat,Supermarkets,200 ml-24,"4,950","2,822","2,129"
31-Oct-23,"Dubai, UAE",UAE,Rajiv,Vinod,Emarat,Supermarkets,450 L-Mint,"5,063","1,266","3,797"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,Chelsea 2,Hotels,1L Reg-12,"78,000","48,750","29,250"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,200 ml-24,"28,930","13,922","15,008"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,330 ml,"15,450","9,983","5,468"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,450 L-Mint,"9,450","7,749","1,701"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,Lemon 500,"16,200","7,884","8,316"
31-Oct-23,"KolKata, India",India,Hassan,Dinesh,New City,Supermarkets,450 Lemon,"4,725","3,827",898
31-Oct-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,200 ml-24,"9,900","5,099","4,802"
31-Oct-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,330 ml,"9,450","5,103","4,347"
31-Oct-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,Partner H&C,"31,680","19,958","11,722"
31-Oct-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,200 ml-24,"12,375","5,940","6,435"
31-Oct-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,330 ml,"263,625","139,249","124,376"
31-Oct-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,450 L-Mint,"5,063","3,898","1,164"
31-Oct-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Al Hadeer,Supermarkets,450 L-Mint,"10,125","4,961","5,164"
31-Oct-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,1L Reg-12,"15,600","4,836","10,764"
31-Oct-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,200 ml-24,"53,845","32,492","21,353"
31-Oct-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,450 L-Mint,"18,563","9,113","9,450"
31-Oct-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,Lemon 500,"28,200","12,714","15,486"
31-Oct-23,"Mumbai, India",India,Kapil,Bilal,City Group,Supermarkets,200 ml-24,"4,620","1,432","3,188"
31-Oct-23,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,450 L-Mint,"4,725","1,134","3,591"
31-Oct-23,"Mumbai, India",India,Kapil,Latifa,Army Coop,Hypermarkets,450 L-Mint,"15,188","8,606","6,581"
31-Oct-23,"Mumbai, India",India,Kapil,Rajesh,Fatima SM,Supermarkets,450 L-Mint,"15,525","3,618","11,907"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,1L Reg-12,"7,800","2,106","5,694"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"5,625","2,813","2,813"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"5,063","2,076","2,987"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,1L Reg-2,"4,900","1,470","3,430"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"86,400","45,799","40,601"
31-Oct-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"35,640","22,309","13,331"
31-Oct-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,Lemon 500,"17,100","5,265","11,835"
31-Oct-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,1L Reg-12,"15,600","3,276","12,324"
31-Oct-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,200 ml-24,"4,620","3,003","1,617"
31-Oct-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"5,063","2,430","2,633"
31-Oct-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,Lemon 500,"9,000","7,290","1,710"
31-Oct-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"160,178","84,654","75,523"
31-Oct-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"24,638","10,675","13,962"
31-Oct-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"25,125","14,188","10,938"
31-Oct-23,"Muscat, Oman",Oman,Srini,Saif,Mohd Ali SM,Supermarkets,200 ml-24,"10,010","2,626","7,384"
31-Oct-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"109,125","46,901","62,224"
31-Oct-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,StrawB 500,"4,950",792,"4,158"
31-Oct-23,"Salmiya, Kuwait",Kuwait,Tahir,Rafi,Happy Land,Supermarkets,450 L-Mint,"5,063","3,240","1,823"
31-Oct-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,Gardens,Hypermarkets,450 L-Mint,"5,063",861,"4,202"
31-Oct-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"15,730","8,853","6,877"
31-Oct-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"5,063","3,139","1,924"
31-Oct-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,Lemon 500,"8,640","6,826","1,814"
31-Oct-23,"Sharjah, UAE",UAE,Azeez,Alve,Al Madina,Supermarkets,450 L-Mint,"4,725",709,"4,016"
31-Oct-23,"Sharjah, UAE",UAE,Azeez,Naeem,Emir Ctrg,Hotels,330 ml,"73,500","52,185","21,315"
31-Oct-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,200 ml-24,"19,800","9,455","10,346"
31-Oct-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,4L Gallon,"16,875","5,625","11,250"
31-Oct-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,Lemon 500,"9,000","5,580","3,420"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,200 ml-24,"44,550","21,542","23,008"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"71,550","33,129","38,421"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Shibhu,K M Retail,Hypermarkets,330 ml,"6,750","2,363","4,388"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Shibhu,York Intl,Hotels,1L Reg-12,"23,400","19,422","3,978"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,200 ml-24,"31,680","22,770","8,910"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,330 ml,"8,100","3,807","4,293"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,450 L-Mint,"60,750","34,628","26,123"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,200 ml-24,"19,800","4,752","15,048"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,330 ml,"13,500","5,670","7,830"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,450 L-Mint,"18,225","4,617","13,608"
30-Nov-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,Lemon 500,"6,480","3,305","3,175"
30-Nov-23,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,450 L-Mint,"12,150","5,893","6,257"
30-Nov-23,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,Lemon 500,"21,600","13,716","7,884"
30-Nov-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,1L Reg-12,"46,800","18,720","28,080"
30-Nov-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,200 ml-24,"5,940","1,129","4,811"
30-Nov-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,330 ml,"6,750","4,253","2,498"
30-Nov-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 L-Mint,"6,075","2,612","3,463"
30-Nov-23,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,450 L-Mint,"6,075","2,734","3,341"
30-Nov-23,"Banglore, India",India,Arvind,Rizwan,Wow Pinoy,Supermarkets,Lemon 500,"10,800","6,480","4,320"
30-Nov-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,450 L-Mint,"54,675","35,417","19,258"
30-Nov-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,Lemon 500,"29,160","18,684","10,476"
30-Nov-23,"Chennai, India",India,Najeeb,Majid,Arabian,Hotels,330 ml,"49,950","16,214","33,737"
30-Nov-23,"Chennai, India",India,Najeeb,Majid,Arabian,Hotels,Hot & Cold,"31,752","21,183","10,569"
30-Nov-23,"Chennai, India",India,Najeeb,Majid,Baniyas,Supermarkets,450 Lemon,"7,290","1,823","5,468"
30-Nov-23,"Delhi, India",India,Qaseem,Ibrahim,Talal,Supermarkets,450 L-Mint,"18,225","6,440","11,786"
30-Nov-23,"Delhi, India",India,Qaseem,Kurien,Al-Ahli,Supermarkets,1L Reg-12,"28,080","14,321","13,759"
30-Nov-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,450 L-Mint,"68,040","27,969","40,071"
30-Nov-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,Lemon 500,"51,840","29,830","22,010"
30-Nov-23,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,330 ml,"141,750","71,483","70,268"
30-Nov-23,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,Lemon 500,"10,800","4,860","5,940"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,1L Reg-12,"9,360","6,458","2,902"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,200 ml-24,"99,000","45,580","53,420"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,330 ml,"13,500","7,628","5,873"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,450 L-Mint,"18,225","4,860","13,365"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,United Hyp,Hypermarkets,Lemon 500,"10,800","8,964","1,836"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,200 ml-24,"5,940","1,307","4,633"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,330 ml,"6,750","5,400","1,350"
30-Nov-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,450 L-Mint,"23,085","10,607","12,478"
30-Nov-23,"Doha, Qatar",Qatar,Shabir,Damodaran,Rikks,Hotels,1L Reg-2,"69,300","26,208","43,092"
30-Nov-23,"Doha, Qatar",Qatar,Shabir,Damodaran,Rikks,Hotels,StrawB 500,"987,525","515,815","471,710"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Brenda,Ayoob,Groceries & Shops,200 ml-24,"9,900","3,267","6,633"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Brenda,Ayoob,Groceries & Shops,450 L-Mint,"6,075","2,187","3,888"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,200 ml-24,"9,900","3,861","6,039"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,330 ml,"20,250","10,395","9,855"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 L-Mint,"18,225","6,075","12,150"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,5L Gallon,"6,300","1,953","4,347"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,Lemon 500,"29,160","14,656","14,504"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,200 ml-24,"13,860","9,266","4,594"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,330 ml,"6,750","4,455","2,295"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,450 L-Mint,"30,375","17,192","13,183"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,200 ml-24,"6,930","2,772","4,158"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 L-Mint,"12,150","5,528","6,622"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 L-Mint,"12,150","5,650","6,500"
30-Nov-23,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,450 L-Mint,"6,075","1,094","4,982"
30-Nov-23,"KolKata, India",India,Hassan,Dinesh,Chelsea 2,Hotels,1L Reg-12,"84,240","19,656","64,584"
30-Nov-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,200 ml-24,"65,340","39,006","26,334"
30-Nov-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,330 ml,"13,500","2,970","10,530"
30-Nov-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,450 L-Mint,"18,225","10,996","7,229"
30-Nov-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,Lemon 500,"39,960","24,354","15,606"
30-Nov-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,200 ml-24,"35,640","13,603","22,037"
30-Nov-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,330 ml,"41,850","17,550","24,300"
30-Nov-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,Partner H&C,"12,960","6,610","6,350"
30-Nov-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,1L Reg-12,"18,720","8,050","10,670"
30-Nov-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,330 ml,"236,250","124,781","111,470"
30-Nov-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,330 ml,"6,750","3,578","3,173"
30-Nov-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,450 L-Mint,"18,225","14,155","4,070"
30-Nov-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,Lemon 500,"10,800","7,236","3,564"
30-Nov-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,1L Reg-12,"46,800","12,636","34,164"
30-Nov-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,200 ml-24,"74,250","31,205","43,045"
30-Nov-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,450 L-Mint,"42,525","13,790","28,735"
30-Nov-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,Lemon 500,"33,480","13,964","19,516"
30-Nov-23,"Mumbai, India",India,Kapil,Bilal,City Group,Supermarkets,1L Reg-12,"14,040","3,650","10,390"
30-Nov-23,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,450 L-Mint,"6,075","3,341","2,734"
30-Nov-23,"Mumbai, India",India,Kapil,Latifa,Army Coop,Hypermarkets,450 L-Mint,"6,075","2,005","4,070"
30-Nov-23,"Mumbai, India",India,Kapil,Latifa,Army Coop,Hypermarkets,Lemon 500,"10,800","4,968","5,832"
30-Nov-23,"Mumbai, India",India,Kapil,Rajesh,Fatima SM,Supermarkets,450 L-Mint,"6,075","4,921","1,154"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Alam SM,Supermarkets,450 L-Mint,"12,150","3,341","8,809"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,200 ml-24,"5,940","4,871","1,069"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"6,750","2,970","3,780"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"18,225","10,753","7,472"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,Lemon 500,"10,800","6,048","4,752"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,1L Reg-2,"6,300","1,008","5,292"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"108,135","54,250","53,885"
30-Nov-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"43,200","21,060","22,140"
30-Nov-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,330 ml,"8,100","3,807","4,293"
30-Nov-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"12,150","5,711","6,440"
30-Nov-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,Lemon 500,"10,800","3,132","7,668"
30-Nov-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"149,445","68,575","80,870"
30-Nov-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"18,225","11,907","6,318"
30-Nov-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"9,000","2,520","6,480"
30-Nov-23,"Muscat, Oman",Oman,Srini,Saif,Mohd Ali SM,Supermarkets,200 ml-24,"63,360","22,404","40,956"
30-Nov-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"170,100","106,137","63,963"
30-Nov-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,Hot & Cold,"49,140","24,457","24,683"
30-Nov-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"30,690","15,404","15,286"
30-Nov-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,330 ml,"16,200","10,355","5,846"
30-Nov-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"24,300","10,085","14,216"
30-Nov-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,Lemon 500,"10,800","2,916","7,884"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,200 ml-24,"30,690","20,899","9,791"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,330 ml,"33,750","15,053","18,698"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,450 L-Mint,"18,225","8,323","9,902"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,4L Gallon,"6,750","5,535","1,215"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Murali,Phoenix,Hotels,330 ml,"27,000","16,470","10,530"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Naeem,Emir Ctrg,Hotels,330 ml,"357,750","204,593","153,158"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,200 ml-24,"5,940","1,663","4,277"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,330 ml,"6,750","5,738","1,013"
30-Nov-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,450 L-Mint,"6,075","4,435","1,640"
31-Dec-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"89,850","38,804","51,047"
